Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
ZINC000104480048_T8,ZINC000104480048,-11.8,0.328,490.945,5.72,5,1,76.13,3,36,none,none,none,ZINC,O=C(NC1=CC=C[C@H]2C(=O)c3ccccc3C(=O)[C@H]12)c1cc(-c2ccccc2Cl)nc2ccccc21
ZINC000056952873_T3,ZINC000056952873,-11.7,0.355,447.498,1.0007,10,2,116.8,5,33,none,high,none,ZINC,Cn1c2nc(N3CCN(CC(N)=O)CC3)n(Cc3cccc4ccccc43)c2c(=O)[nH]c1=O
Z301905520_2_T1,Z301905520,-11.7,0.344,460.58,4.0925,8,0,83.69,2,34,none,none,none,REAL,O=C(c1ccc2c(=O)n3c(nc2c1)CCCCC3)N1CCC[C@@H](c2nnc3n2CCCCC3)C1
Z2931718585_1_T1,Z2931718585,-11.6,0.414,377.403,1.4024,8,1,88.83,1,28,none,none,none,REAL,O=C1NCC2(CCN(C(=O)c3ccc4nncn4c3)CC2)Oc2ccccc21
Z2698659161_2_T1,Z2698659161,-11.6,0.387,397.485,2.3248,7,0,62.45,3,30,none,none,none,REAL,c1ccc2c(c1)CN(c1ccnc(N3CCC[C@@H](c4nnc5ccccn45)C3)n1)C2
Z301914184_3_T1,Z301914184,-11.6,0.331,470.571,5.1171,7,0,77.32,3,35,none,none,none,REAL,O=C1O[C@H](c2ccccc2)Cc2cc(C(=O)N3CCC[C@@H](c4nnc5n4CCCCC5)C3)ccc21
PV-001859061038_3_T1,PV-001859061038,-11.5,0.383,423.434,2.1899,6,2,78.51,3,30,none,none,none,REAL,O=C1C[C@H](C(=O)N[C@H]2Cc3ccccc3N(C(=O)C(F)(F)F)C2)[C@@H]2CCCC[C@@H]2N1
Z2090596200_1_T1,Z2090596200,-11.5,0.371,432.914,3.1302,7,1,75.42,2,31,none,none,none,REAL,Cc1nnc2c3ccccc3c(N3CCC([C@@H]4C(=O)Nc5cc(Cl)ccc54)CC3)nn12
Z2141651627_1_T1,Z2141651627,-11.5,0.371,416.488,2.4599,9,0,84.45,2,31,none,none,none,REAL,O=C(C1CCN(c2ccc3nnnn3n2)CC1)N1CCCn2c(cc3ccccc32)C1
Z332863718_2_T1,Z332863718,-11.5,0.371,413.523,5.109,6,1,66.81,2,31,high,high,none,REAL,O=C(c1cc2c(ccc3ccccc32)[nH]1)N1CCC[C@@H](c2nnc3n2CCCCC3)C1
PV-001859059041_1_T2,PV-001859059041,-11.5,0.359,452.432,1.6738,8,2,98.82,4,32,none,none,none,REAL,C[C@H](C(=O)N[C@@H]1Cc2ccccc2N(C(=O)C(F)(F)F)C1)N1C(=O)NC2(CCCC2)C1=O
Z1023503068_2_T1,Z1023503068,-11.5,0.319,487.533,4.4335,8,0,91.9,3,36,none,none,none,REAL,O=C(c1ccc2c(=O)n3c(nc2c1)CCCCC3)N1CCC[C@@H](c2nc(-c3cccc(F)c3)no2)C1
Z1037871898_2_T1,Z1037871898,-11.5,0.319,482.546,2.8612,10,1,108.62,4,36,none,none,none,REAL,O=C(Nc1ccccc1)[C@H]1CCc2ccccc2N1C(=O)C1CCN(c2ccc3nnnn3n2)CC1
Z1161084532_1_T1,Z1161084532,-11.5,0.311,491.55,4.9797,8,1,97.19,6,37,none,none,none,REAL,O=C(Nc1ccc(-c2nnc3n2CCCC3)cc1)c1ccc2c(c1)C(=O)N(CCc1ccccc1)C2=O
Z2931716788_2_T1,Z2931716788,-11.4,0.407,381.435,1.7055,8,1,89.35,1,28,none,none,none,REAL,O=C1NCC2(CCN(C(=O)[C@H]3CCc4nncn4C3)CC2)Oc2ccccc21
Z1170374434_1_T1,Z1170374434,-11.4,0.38,425.443,2.6604,8,1,105.57,1,30,none,none,none,REAL,O=C(c1ccc2c(c1)S(=O)(=O)Nc1ncnn1-2)N1CC2(CCC2)c2c(F)cccc21
Z2140567272_1,Z2140567272,-11.4,0.38,405.409,1.7702,8,2,104.81,3,30,none,none,none,REAL,O=C1COC[C@H](C[C@@H]2CN(C(=O)c3ccc4c(c3)C(=O)NC4=O)c3ccccc32)N1
Z1685323021_2_T2,Z1685323021,-11.4,0.356,443.534,4.5048,8,1,124.86,4,32,none,none,none,REAL,Cc1nnc(-c2cccc(-c3noc([C@H]4CCCN(c5nc6ccccc6s5)C4)n3)c2)[nH]1
Z2140571313_2_T1,Z2140571313,-11.4,0.356,425.487,3.9769,6,2,74.43,3,32,high,high,none,REAL,O=C1COC[C@@H](C[C@@H]2CN(C(=O)c3cc4c(ccc5ccccc54)[nH]3)c3ccccc32)N1
Z2177648417_3_T2,Z2177648417,-11.4,0.356,439.461,3.8405,6,2,78.51,2,32,none,none,none,REAL,CC(=O)N1C[C@@H]2CCC[C@@H](NC(=O)c3cc(F)cc4c(=O)c5cc(F)ccc5[nH]c34)[C@@H]2C1
PV-001824399245_1_T3,PV-001824399245,-11.4,0.345,458.395,3.3473,8,3,113.33,5,33,high,none,none,REAL,Cc1onc(-c2ccc(C(F)(F)F)cc2)c1C(=O)Nc1ccc([C@]2(C)NC(=O)NC2=O)cc1
PV-001855722215_2_T5,PV-001855722215,-11.4,0.345,457.415,2.1987,9,3,115.37,5,33,none,none,low,REAL,Cc1nc(-c2cc(NC(=O)C3=NN(c4ccccc4)C(=O)[C@@H](C)N3)cc(C(F)(F)F)c2)n[nH]1
Z1637286208_1_T3,Z1637286208,-11.4,0.345,447.473,2.3094,9,3,119.66,5,33,none,none,low,REAL,O=C(Nc1n[nH]c(Cc2cccc(F)c2)n1)[C@@H]1CCCN(C(=O)c2ccc3[nH]ncc3c2)C1
