Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
Z2002423492_37,Z2002423492,-8.8,0.275,425.483,3.177,5,0,63.68,4,32,none,none,none,REAL,O=C1[C@@H]2[C@@H]3C[C@H]4[C@@H]2[C@]2(C(=O)Oc5cccc(C(=O)N6CCc7ccccc7C6)c5)[C@H]1[C@@H]3[C@@H]42
Z1554585254_1_T2,Z1554585254,-8.8,0.267,447.494,2.4668,9,2,102.06,2,33,none,none,none,REAL,CN1C(=O)NC2(CCN(C(=O)Nc3cccc(C(=O)N4CCc5ccccc54)c3)CC2)C1=O
Z1907681358_483,Z1907681358,-8.7,0.3,414.524,1.7816,6,3,103.88,6,29,none,none,none,REAL,C=CCNS(=O)(=O)c1ccc(C(=O)NC[C@]2(O)[C@H]3[C@@H]4C[C@@H]5[C@@H]6[C@H]4C[C@H]3[C@H]6[C@H]52)cc1
PV-001940740368_25_T1,PV-001940740368,-8.7,0.272,456.609,3.5056,7,3,108.57,7,32,none,none,none,REAL,C[C@H](CNC(=O)Nc1ccc(S(=O)(=O)N[C@H](C)[C@@H]2C[C@H]3CC[C@H]2C3)cc1)c1ccncc1
Z1313212974_1_T1,Z1313212974,-8.6,0.297,384.394,2.7503,7,2,94.89,1,29,none,none,none,REAL,Cc1cc(C(=O)N2Cc3ccccc3-c3ccccc32)nc2nc(O)[nH]c(=O)c12
Z1684579926_1_T2,Z1684579926,-8.6,0.277,417.38,1.6997,10,2,134.5,3,31,none,none,none,REAL,CN1C(=O)c2ccc(-c3nc(-c4cccc([C@]5(C)NC(=O)NC5=O)c4)no3)cc2C1=O
Z1684579926_1_T3,Z1684579926,-8.6,0.277,417.38,1.6997,10,2,134.5,3,31,none,none,none,REAL,CN1C(=O)c2ccc(-c3nc(-c4cccc([C@]5(C)NC(=O)NC5=O)c4)no3)cc2C1=O
Z1766126310_1_T4,Z1766126310,-8.6,0.277,418.398,5.01,5,2,75.27,2,31,none,none,none,REAL,O=C1CCCc2ccc(NC(=O)c3cc(F)cc4c(=O)c5cc(F)ccc5[nH]c34)cc21
Z1769366525_1_T4,Z1769366525,-8.6,0.269,436.471,2.6058,10,2,124.43,4,32,none,none,none,REAL,Cc1cccc2nc(C3CCN(C(=O)CCc4nc5c([nH]4)c(=O)[nH]c(=O)n5C)CC3)oc12
Z1769366525_1_T6,Z1769366525,-8.6,0.269,436.471,2.6058,10,2,124.43,4,32,none,none,none,REAL,Cc1cccc2nc(C3CCN(C(=O)CCc4nc5c([nH]4)c(=O)[nH]c(=O)n5C)CC3)oc12
