Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
Z1958362444_423_T1,Z1958362444,-11.5,0.397,438.567,1.1369,7,3,129.33,4,29,low,none,none,REAL,CNS(=O)(=O)c1ccc(S(=O)(=O)NC[C@]2(O)[C@H]3[C@H]4C[C@@H]5[C@@H]6[C@H]4C[C@@H]3[C@H]6[C@H]52)cc1C
Z812396088_2_T1,Z812396088,-11.5,0.397,386.41,3.0694,7,2,91.4,2,29,none,high,none,REAL,O=C(c1cnc2[nH]c(=O)[nH]c(=O)c2c1)N1CCC[C@H]1c1cccc2ccccc12
Z2785110607_153_T2,Z2785110607,-11.5,0.426,365.428,1.7167,5,1,72.47,7,27,none,none,none,REAL,CCCOc1ccccc1C(=O)CNC(=O)[C@]12[C@@H]3C(=O)[C@@H]4[C@H]5C[C@@H]([C@@H]41)[C@@H]2[C@H]53
ZINC000253487590_T2,ZINC000253487590,-11.4,0.3,497.553,4.3615,6,0,71.33,4,38,none,none,none,ZINC,O=C(c1ccccc1)[C@@H]1[C@H](c2ccccc2)[C@@]2(N=C(c3ccccc3)OC2=O)[C@@H]2c3ccccc3C=NN12
Z109821744_2_T2,Z109821744,-11.4,0.335,458.512,4.1586,7,0,80.06,4,34,none,none,none,REAL,CC(=O)c1ccc(-c2ccc(C(=O)N3C[C@@H](C(=O)N4CCCCC4)Oc4ccccc43)o2)cc1
Z1769363381_1_T1,Z1769363381,-11.4,0.38,405.413,2.6904,9,2,117.43,2,30,none,none,none,REAL,Cc1cccc2nc(C3CCN(C(=O)c4cnc5[nH]c(=O)[nH]c(=O)c5c4)CC3)oc12
Z2002795192_230_T1,Z2002795192,-11.4,0.422,387.862,2.5246,5,1,64.63,7,27,none,none,high,REAL,CCOCCOc1c(Cl)cccc1NC(=O)[C@@]12[C@@H]3C(=O)[C@H]4[C@@H]5C[C@H]([C@H]41)[C@H]2[C@H]53
ZINC000408731626_T1,ZINC000408731626,-11.3,0.297,499.565,5.7579,5,0,63.68,2,38,low,high,high,ZINC,Cc1ccc(N2C(=O)[C@H]3[C@H](C2=O)[C@@H]2C(=O)Oc4c5ccccc5ccc4C2=C[C@H]3c2ccccc2)cc1C
Z951981746_4_T2,Z951981746,-11.3,0.314,481.554,3.7308,8,2,98.4,4,36,none,none,none,REAL,Cc1ccc2[nH]c([C@H]3CCCN3C(=O)CN3C(=O)N[C@@](C)(c4ccc5ccccc5c4)C3=O)nc2c1
Z31937411_2_T1,Z31937411,-11.3,0.314,482.538,4.3693,8,1,95.75,4,36,none,none,none,REAL,C[C@@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)N2CCC(c3nc4ccccc4o3)CC2)C1=O
Z288957206_2_T2,Z288957206,-11.3,0.314,492.549,2.7566,8,1,90.03,5,36,none,none,none,REAL,CC(=O)c1ccc(N2CCN(C(=O)CN3C(=O)N[C@@](C)(c4ccc5c(c4)CCC5)C3=O)CC2)c(F)c1
ZINC000013828504_T1,ZINC000013828504,-11.3,0.353,437.881,5.2701,4,0,48.42,2,32,none,none,none,ZINC,O=c1c2ccccc2occ1-c1cc(-c2ccc(Cl)cc2)nc2c1COc1ccccc1-2
Z667548890_1_T1,Z667548890,-11.3,0.377,425.831,2.9525,9,2,117.43,2,30,none,none,none,REAL,O=C(c1cnc2[nH]c(=O)[nH]c(=O)c2c1)N1CCC(c2nc3cc(Cl)ccc3o2)CC1
Z1022496460_1_T1,Z1022496460,-11.2,0.303,495.621,4.2013,6,1,69.72,4,37,none,none,none,REAL,O=C(NCC(=O)N1CCc2ccccc2C1)[C@@H]1C[C@@H]2CCCC[C@@H]2N1C(=O)c1ccc2ccccc2c1
Z822272382_1_T2,Z822272382,-11.2,0.311,482.626,4.5877,6,1,69.3,3,36,none,none,none,REAL,Cc1ccc(C23C[C@@H]4C[C@H](CC(C(=O)N5CCN(C(=O)c6ccc7[nH]cnc7c6)CC5)(C4)C2)C3)cc1
Z431891148_1_T1,Z431891148,-11.2,0.35,424.459,2.0441,7,3,100.19,3,32,none,none,none,REAL,O=C(NC[C@@H]1CC2c3ccccc3C1c1ccccc12)c1cnc2[nH]c(=O)[nH]c(=O)c2c1
Z1769363381_1_T3,Z1769363381,-11.2,0.373,405.413,2.6904,9,2,117.43,2,30,none,none,none,REAL,Cc1cccc2nc(C3CCN(C(=O)c4cnc5[nH]c(=O)[nH]c(=O)c5c4)CC3)oc12
Z1697479114_2_T2,Z1697479114,-11.2,0.373,413.354,4.4213,6,0,76.3,3,30,none,none,none,REAL,O=C1CC[C@H]2CN(C(=O)c3ccc(-c4noc(C(F)(F)F)n4)cc3)c3cccc1c32
Z2483547003_1_T1,Z2483547003,-11.2,0.386,390.442,2.7988,7,2,91.4,1,29,none,none,none,REAL,O=C(c1cnc2[nH]c(=O)[nH]c(=O)c2c1)N1CCC2(CCc3ccccc3C2)CC1
Z2126254694_1_T1,Z2126254694,-11.2,0.386,399.356,2.7919,8,2,114.35,4,29,none,none,none,REAL,NC(=O)N1CCc2ccc(NC(=O)c3ccc(-c4noc(C(F)F)n4)cc3)cc21
ZINC000408731630_T4,ZINC000408731630,-11.1,0.292,499.565,5.7579,5,0,63.68,2,38,low,high,high,ZINC,Cc1ccc(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C(=O)Oc4c5ccccc5ccc4C2=C[C@H]3c2ccccc2)cc1C
ZINC000002401785_T3,ZINC000002401785,-11.1,0.3,489.505,3.8966,6,0,70.05,3,37,low,high,none,ZINC,O=C(c1ccc(F)cc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@@H]2[C@@H]2c3ccccc3C=NN21
Z998375970_1_T2,Z998375970,-11.1,0.3,495.581,3.6949,8,1,89.61,3,37,none,high,none,REAL,O=C(c1ccc2[nH]ncc2c1)N1CCC[C@H](C(=O)N2CCN(C(=O)c3cccc4ccccc34)CC2)C1
Z1014421792_1_T1,Z1014421792,-11.1,0.3,496.609,4.2357,7,0,73.82,3,37,none,none,none,REAL,O=C(c1ccccn1)N1CCN(C(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)c2ccc3ccccc3c2)CC1
ZINC000071785267_T1,ZINC000071785267,-11.1,0.3,505.912,4.6669,6,0,74.72,2,37,none,none,low,ZINC,O=c1oc2ccccc2cc1-c1cc(-c2coc3ccccc3c2=O)c2c(n1)-c1cc(Cl)ccc1OC2
Z822272382_2_T2,Z822272382,-11.1,0.308,482.626,4.5877,6,1,69.3,3,36,none,none,none,REAL,Cc1ccc(C23C[C@@H]4C[C@@H](CC(C(=O)N5CCN(C(=O)c6ccc7[nH]cnc7c6)CC5)(C4)C2)C3)cc1
Z1119604128_2_T2,Z1119604128,-11.1,0.308,489.524,4.0968,7,2,81.33,5,36,none,none,none,REAL,C[C@@H](c1ccc(F)cc1F)N1CCN(C(=O)c2cccc(NC(=O)c3ccc4[nH]cnc4c3)c2)CC1
Z226444914_2_T1,Z226444914,-11.1,0.308,481.554,3.9571,8,2,98.4,4,36,none,none,none,REAL,C[C@@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)N2CCC[C@H](c3nc4ccccc4[nH]3)C2)C1=O
Z996019966_1_T1,Z996019966,-11.1,0.308,483.61,4.4606,6,1,69.72,5,36,none,none,none,REAL,CN(C)C(=O)c1cccc(CNC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)c2ccc3ccccc3c2)c1
