Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
PV-001961056574_2_T1,PV-001961056574,-10.6,0.424,360.299,-1.7837,10,4,127.4,4,25,none,none,low,REAL,O=C(NCc1nc(C(F)(F)F)n[nH]1)N1CCC[C@@H](c2nc(=O)[nH][nH]2)C1
PV-000673056873_8_T2,PV-000673056873,-10.5,0.42,348.449,-0.0434,8,3,103.01,8,25,none,none,none,REAL,CCCNC(=O)CN[C@H]1C[C@H]2CC[C@H]1N(C(=O)CCc1nnc[nH]1)C2
PV-001874653455_14_T3,PV-001874653455,-10.4,0.4333333,343.308,-0.5401,7,3,99.77,4,24,none,none,none,REAL,C[C@@H](NC(=O)[C@]12C[C@H]3C[C@@H](C(=O)N1)[C@@H]2C3)c1nnc(C(F)(F)F)[nH]1
Z2091798621_4_T2,Z2091798621,-10.4,0.3354839,437.377,2.1322,9,2,117.43,5,31,none,none,none,REAL,C[C@@]1(C[C@H]2CCCN2C(=O)c2cccc(-c3noc(C(F)(F)F)n3)c2)NC(=O)NC1=O
Z2496599416_2_T2,Z2496599416,-10.4,0.3586207,391.438,2.2241,10,2,117.51,4,29,none,none,low,REAL,CC1=C(C(=O)Nc2cccc(-c3nc(C4CC4)n[nH]3)c2)[C@@H](C)n2nnnc2N1C
PV-001799414339_1_T1,PV-001799414339,-10.3,0.3551724,388.422,3.1187,6,0,70.83,3,29,none,none,none,REAL,C[C@@H]1CN(C(=O)c2cccc(C(=O)c3ccco3)c2)c2ccccc2N(C)C1=O
PV-001948844490_96_T1,PV-001948844490,-10.3,0.4291667,346.391,2.5386,4,2,50.36,6,24,none,none,none,REAL,O=C(NC[C@H]1C[C@H]2C[C@H]1[C@H]1C[C@H]21)N[C@H](C[C@H]1CCCO1)C(F)(F)F
Z2497441024_2_T1,Z2497441024,-10.3,0.3551724,392.422,2.7408,10,1,114.86,4,29,none,none,none,REAL,CC1=C(C(=O)Nc2cccc(-c3noc(C4CC4)n3)c2)[C@@H](C)n2nnnc2N1C
PV-001941691598_2_T3,PV-001941691598,-10.2,0.3777778,381.321,0.3263,10,3,126.3,5,27,none,none,none,REAL,Cc1nnnn1-c1cccc(NC(=O)N[C@@H](C)c2nnc(C(F)(F)F)[nH]2)c1
PV-001943088205_1_T4,PV-001943088205,-10.2,0.3777778,380.333,0.8406,9,4,124.27,5,27,none,none,low,REAL,Cc1nc(-c2cccc(NC(=O)N[C@H](C)c3nnc(C(F)(F)F)[nH]3)c2)n[nH]1
PV-001961056574_2_T2,PV-001961056574,-10.2,0.408,360.299,-1.7837,10,4,127.4,4,25,none,none,low,REAL,O=C(NCc1nc(C(F)(F)F)n[nH]1)N1CCC[C@@H](c2nc(=O)[nH][nH]2)C1
Z1447261755_1_T2,Z1447261755,-10.2,0.31875,423.519,3.0946,6,2,73.91,4,32,none,none,none,REAL,Cc1ccc(-c2nnc(C)[nH]2)c(NC(=O)CN2Cc3ccccc3-c3ccccc3C2)c1
Z2119836411_2_T8,Z2119836411,-10.2,0.3777778,389.337,-0.4347,10,4,132.11,5,27,none,none,low,REAL,C[C@@]1(C[C@@H]2CCCN2C(=O)NCc2nc(C(F)(F)F)n[nH]2)NC(=O)NC1=O
PV-001835127023_1_T2,PV-001835127023,-10.1,0.3607143,378.387,2.7534,8,1,99.77,2,28,none,none,none,REAL,C[C@@H]1CN(C(=O)c2cccc(-c3noc(O)n3)c2)c2ccccc2N(C)C1=O
PV-001835127023_1_T3,PV-001835127023,-10.1,0.3607143,378.387,2.7534,8,1,99.77,2,28,none,none,none,REAL,C[C@@H]1CN(C(=O)c2cccc(-c3noc(O)n3)c2)c2ccccc2N(C)C1=O
