Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
ZINC000017862766_T2,ZINC000017862766,-10.5,0.262,520.587,5.2819,5,1,66.48,3,40,low,high,none,ZINC,O=C(Nc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000226404692_T4,ZINC000226404692,-10,0.227,586.642,5.0385,8,0,101.06,6,44,none,none,high,ZINC,O=C(Oc1ccc(N2C(=O)[C@@H]3[C@H]4C=C[C@@H](C4)[C@@H]3C2=O)cc1)c1cccc(N2C(=O)[C@@H]3CC[C@@H](c4ccccc4)C[C@@H]3C2=O)c1
ZINC000048523764_T1,ZINC000048523764,-9.9,0.275,464.475,4.78,4,0,68.28,0,36,none,none,none,ZINC,O=C1c2ccccc2C(=O)C2=C3C=CC4=CC5=C(C(=O)c6ccccc6C5=O)C5=CC=C(C=C12)[C@@H]3[C@@H]45
ZINC000017988176_T2,ZINC000017988176,-9.9,0.248,521.571,5.5649,5,0,63.68,4,40,none,none,none,ZINC,O=C(Oc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
PV-001940740368_25_T1,PV-001940740368,-9.7,0.303,456.609,3.5056,7,3,108.57,7,32,none,none,none,REAL,C[C@H](CNC(=O)Nc1ccc(S(=O)(=O)N[C@H](C)[C@@H]2C[C@H]3CC[C@H]2C3)cc1)c1ccncc1
ZINC000100505724_T10,ZINC000100505724,-9.7,0.262,488.542,3.5099,6,0,74.76,2,37,high,high,high,ZINC,O=C1[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]2C(=O)N1c1ccc2c(c1)-c1cc(N3C(=O)[C@@H]4[C@H]5C=C[C@@H](C5)[C@@H]4C3=O)ccc1C2
ZINC000013382161_T4,ZINC000013382161,-9.7,0.255,518.999,4.6916,5,1,66.48,4,38,none,none,none,ZINC,O=C(Cc1ccccc1)Nc1ccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)cc1Cl
ZINC000017988176_T4,ZINC000017988176,-9.7,0.243,521.571,5.5649,5,0,63.68,4,40,none,none,none,ZINC,O=C(Oc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000017862766_T1,ZINC000017862766,-9.7,0.243,520.587,5.2819,5,1,66.48,3,40,low,high,none,ZINC,O=C(Nc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000408961266_T1,ZINC000408961266,-9.6,0.274,473.599,5.9979,4,1,71.69,4,35,none,none,none,ZINC,Cc1ccc(N=C2NC(=O)/C(=C\c3cn(Cc4ccc5ccccc5c4)c4ccccc34)S2)cc1
ZINC000017988472_T1,ZINC000017988472,-9.6,0.24,533.666,5.5208,5,0,63.68,5,40,none,none,none,ZINC,CC(C)(C)c1ccc(OC(=O)C2CCC(N3C(=O)[C@H]4[C@@H](C3=O)C3c5ccccc5C4c4ccccc43)CC2)cc1
PV-001936962679_8_T1,PV-001936962679,-9.5,0.352,412.573,2.9599,6,2,109.1,7,27,high,none,none,REAL,CCCCS(=O)(=O)Nc1ccc(S(=O)(=O)NC[C@H]2C[C@H]3C=C[C@H]2CC3)cc1
Z1239620028_4_T1,Z1239620028,-9.5,0.288,445.493,4.0396,6,1,69.72,3,33,none,none,none,REAL,C[C@H]1c2ccc(F)cc2CCN1C(=O)CN1C(=O)N[C@@](C)(c2ccc3ccccc3c2)C1=O
ZINC000015972085_T4,ZINC000015972085,-9.5,0.257,490.561,3.085,7,3,94.3,3,37,none,none,none,ZINC,Cc1ccc2c(c1C)NC(=O)[C@]21N[C@@H](Cc2c[nH]c3ccccc23)[C@H]2C(=O)N(c3ccccc3)C(=O)[C@H]21
ZINC000017988176_T1,ZINC000017988176,-9.5,0.237,521.571,5.5649,5,0,63.68,4,40,none,none,none,ZINC,O=C(Oc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000001588361_T1,ZINC000001588361,-9.4,0.276,440.509,5.648,6,2,103.6,3,34,none,high,none,ZINC,Nc1nc(-c2cc(-c3cccc4ccccc43)nc(N)n2)cc(-c2cccc3ccccc32)n1
Z239283838_4_T1,Z239283838,-9.4,0.261,483.541,2.9733,6,2,78.51,5,36,none,none,none,REAL,C[C@@]1(c2ccc(F)cc2)NC(=O)N(CC(=O)NC[C@H]2CC3c4ccccc4C2c2ccccc23)C1=O
ZINC000004293490_T2,ZINC000004293490,-9.4,0.261,558.818,5.413,6,0,70.05,4,36,none,none,none,ZINC,O=C(C1=NN(c2ccc(Cl)cc2)[C@@H]2C(=O)N(c3ccc(Br)cc3)C(=O)[C@@H]12)c1ccc2ccccc2c1
ZINC000100505726_T16,ZINC000100505726,-9.4,0.254,488.542,3.5099,6,0,74.76,2,37,high,high,high,ZINC,O=C1[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]2C(=O)N1c1ccc2c(c1)-c1cc(N3C(=O)[C@@H]4[C@@H]5C=C[C@@H](C5)[C@@H]4C3=O)ccc1C2
ZINC000000659879_T3,ZINC000000659879,-9.4,0.247,496.565,5.8438,5,1,66.48,3,38,high,low,none,ZINC,O=C(c1ccccc1)c1ccc2c(c1)NC1=C(C(=O)C[C@H](c3ccccc3)C1)[C@@H]1c3ccccc3C(=O)N21
ZINC000018246982_T3,ZINC000018246982,-9.4,0.241,513.548,3.8129,6,0,80.75,6,39,none,none,none,ZINC,O=C(COC(=O)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1)c1ccccc1
ZINC000017862766_T4,ZINC000017862766,-9.4,0.235,520.587,5.2819,5,1,66.48,3,40,low,high,none,ZINC,O=C(Nc1ccc2ccccc2c1)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000100694082_T1,ZINC000100694082,-9.3,0.291,416.606,4.9056,0,0,0,0,32,none,none,none,ZINC,C1=CC2C3C=CC(C4C5C6C7C=CC(C=CC76)C5C43)C2C2C1C1C2C2C3C=CC1C=CC32
Z1472861059_16_T1,Z1472861059,-9.3,0.282,439.514,3.9573,6,2,78.51,4,33,none,none,high,REAL,C[C@@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)N[C@H]2[C@H]3CCc4ccccc4[C@H]32)C1=O
Z448671386_1_T1,Z448671386,-9.3,0.266,471.643,4.1414,5,1,52.65,3,35,high,low,none,REAL,C[C@@H]1CCCN(C(=O)C2CCN(C(=O)NC[C@@H]3CC4c5ccccc5C3c3ccccc34)CC2)C1
ZINC000100505727_T16,ZINC000100505727,-9.3,0.251,488.542,3.5099,6,0,74.76,2,37,high,high,high,ZINC,O=C1[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]2C(=O)N1c1ccc2c(c1)-c1cc(N3C(=O)[C@H]4[C@H]5C=C[C@H](C5)[C@@H]4C3=O)ccc1C2
ZINC000000990509_T3,ZINC000000990509,-9.3,0.233,547.993,4.4189,6,0,80.75,6,40,none,none,none,ZINC,O=C(COC(=O)c1cccc(N2C(=O)[C@H]3[C@H](C2=O)C2c4ccccc4C3c3ccccc32)c1)c1ccc(Cl)cc1
ZINC000000990510_T5,ZINC000000990510,-9.3,0.233,547.993,4.4189,6,0,80.75,6,40,none,none,none,ZINC,O=C(COC(=O)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1)c1ccc(Cl)cc1
ZINC000097945320_T1,ZINC000097945320,-9.3,0.233,522.559,4.6865,6,0,76.57,4,40,none,none,none,ZINC,O=C(Oc1cccc2cccnc21)c1cccc(N2C(=O)[C@H]3[C@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000097945321_T2,ZINC000097945321,-9.3,0.233,522.559,4.6865,6,0,76.57,4,40,none,none,none,ZINC,O=C(Oc1cccc2cccnc21)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
ZINC000097945321_T4,ZINC000097945321,-9.3,0.233,522.559,4.6865,6,0,76.57,4,40,none,none,none,ZINC,O=C(Oc1cccc2cccnc21)c1cccc(N2C(=O)[C@H]3[C@@H](C2=O)C2c4ccccc4C3c3ccccc32)c1
Z1038827768_16_T1,Z1038827768,-9.2,0.341,367.491,3.7215,5,1,52.65,4,27,none,none,none,REAL,O=C1NCCN1c1cccc(C(=O)N2CCC[C@H]2C[C@H]2C[C@H]3CC[C@H]2C3)c1
Z2286275921_87_T1,Z2286275921,-9.2,0.341,380.874,3.8997,4,0,55.99,4,27,none,none,none,REAL,CC(C)(Cc1ccc(Cl)cc1)c1noc([C@]23[C@H]4C(=O)[C@H]5[C@@H]6C[C@@H]([C@@H]52)[C@H]3[C@@H]64)n1
Z1828838268_1,Z1828838268,-9.2,0.307,432.381,2.6837,7,3,112.33,3,30,high,high,none,REAL,O=C1Nc2ccc(S(=O)(=O)Nc3n[nH]c4ccc(C(F)(F)F)cc34)c3cccc1c23
ZINC000018120083_T4,ZINC000018120083,-9.2,0.297,401.464,4.1344,3,0,37.38,1,31,low,high,none,ZINC,O=C1[C@H]2[C@@H](C(=O)N1c1ccc3ccccc3c1)C1c3ccccc3C2c2ccccc21
Z2187203011_2_T1,Z2187203011,-9.2,0.287,422.483,4.7993,5,0,51.54,2,32,none,none,none,REAL,O=C1O[C@@H](c2ccccc2)Cc2cc(C(=O)N3CCn4c(cc5ccccc54)C3)ccc21
Z1643374763_4_T1,Z1643374763,-9.2,0.279,443.502,3.1822,7,1,78.95,3,33,none,none,none,REAL,C[C@H]1COc2ccccc2CN1C(=O)CN1C(=O)N[C@@](C)(c2ccc3ccccc3c2)C1=O
Z1204289470_4_T1,Z1204289470,-9.2,0.279,441.529,4.3932,6,1,69.72,4,33,none,none,none,REAL,CC[C@H]1c2ccccc2CCN1C(=O)CN1C(=O)N[C@@](C)(c2ccc3ccccc3c2)C1=O
Z1090158730_3_T2,Z1090158730,-9.2,0.279,443.458,2.3873,8,2,104.81,4,33,none,none,none,REAL,C[C@@H]1Oc2ccc(C(=O)CN3C(=O)N[C@@](C)(c4ccc5ccccc5c4)C3=O)cc2NC1=O
Z1744199641_4_T1,Z1744199641,-9.2,0.279,438.482,3.3525,6,1,75.71,2,33,none,none,none,REAL,O=C1O[C@@H](c2ccccc2)Cc2cc(C(=O)N3CC[C@@]4(C3)C(=O)Nc3ccccc34)ccc21
Z1239620028_3_T1,Z1239620028,-9.2,0.279,445.493,4.0396,6,1,69.72,3,33,none,none,none,REAL,C[C@@H]1c2ccc(F)cc2CCN1C(=O)CN1C(=O)N[C@@](C)(c2ccc3ccccc3c2)C1=O
Z1725944097_1_T1,Z1725944097,-9.2,0.279,444.581,4.2586,7,0,68.84,3,33,none,high,none,REAL,Cc1ccc(-n2nc(C(=O)N3CCC(c4nnc5n4CCCC5)CC3)c3c2CCC3)c(C)c1
ZINC000008887245_T3,ZINC000008887245,-9.2,0.279,434.494,4.8595,5,1,66.48,5,33,none,none,none,ZINC,C[C@@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)c2ccc(-c3ccccc3)cc2)C1=O
Z973896126_2_T1,Z973896126,-9.2,0.271,448.525,4.5602,6,2,78.09,4,34,high,high,none,REAL,Cc1n[nH]c(NC(=O)[C@H]2CC(=O)N(c3ccc4c(c3)Cc3ccccc3-4)C2)c1-c1ccccc1
Z1158447919_6_T1,Z1158447919,-9.2,0.263,468.551,4.3209,6,1,75.71,4,35,none,none,none,REAL,C[C@H]1Oc2ccc(C(=O)C3CCN(C(=O)[C@@H]4C[C@H]4c4ccc5ccccc5c4)CC3)cc2NC1=O
Z362739648_1_T1,Z362739648,-9.2,0.256,475.551,3.3919,7,2,85.09,2,36,none,none,none,REAL,O=C(c1cccc(C(=O)N2CCc3[nH]c4ccccc4c3C2)n1)N1CCc2[nH]c3ccccc3c2C1
