Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
PV-001861465482_1_T1,PV-001861465482,-8.8,0.293,418.338,1.7857,10,3,134.5,4,30,low,none,low,REAL,Cc1cc(O)nc2ccc(NC(=O)c3nc(C)n(-c4nnc(C(F)(F)F)[nH]4)n3)cc12
Z1323896259_1_T3,Z1323896259,-8.8,0.275,449.392,2.5803,10,2,119.84,4,32,none,none,low,REAL,Cc1nc(C(=O)Nc2ccc3c(c2)OC2(CCCCC2)O3)nn1-c1nnc(C(F)(F)F)[nH]1
Z2160483899_2_T1,Z2160483899,-8.7,0.29,398.421,4.063,7,0,85.26,3,30,high,high,none,REAL,Cc1nc(-c2noc([C@H]3CC(=O)N(c4ccc5c(c4)Cc4ccccc4-5)C3)n2)co1
Z1664931328_2_T1,Z1664931328,-8.7,0.29,397.433,4.6853,6,0,72.37,3,30,high,high,none,REAL,Cc1ccc(-c2nnc([C@H]3CC(=O)N(c4ccc5c(c4)Cc4ccccc4-5)C3)o2)o1
Z1613949112_1_T3,Z1613949112,-8.7,0.281,420.422,2.9451,7,2,88.49,5,31,none,none,low,REAL,O=C(Nc1n[nH]c(Cc2cccc(F)c2)n1)c1nn(-c2ccccc2F)c2c1CCC2
Z1323884037_1_T2,Z1323884037,-8.7,0.281,425.373,3.1384,8,2,101.38,4,31,high,high,low,REAL,Cc1nc(C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)nn1-c1nnc(C(F)(F)F)[nH]1
Z810425300_2_T2,Z810425300,-8.6,0.246,493.63,3.6608,8,2,132,5,35,none,none,none,REAL,Cc1cccc(NC(=O)[C@H]2CCCN(C(=O)CCc3nc4sc5c(c4c(=O)[nH]3)CC[C@@H](C)C5)C2)n1
Z2002556837_475_T1,Z2002556837,-8.5,0.34,338.402,2.1252,4,0,52.6,7,25,none,none,none,REAL,C[C@H](COC(=O)[C@@]12[C@@H]3C(=O)[C@H]4[C@H]5C[C@H]([C@H]41)[C@H]2[C@H]53)OCc1ccccc1
Z1325147839_1_T3,Z1325147839,-8.5,0.304,393.328,1.6879,9,2,110.61,4,28,none,none,low,REAL,Cc1nc(C(=O)Nc2ccc3c(c2)CCCO3)nn1-c1nnc(C(F)(F)F)[nH]1
Z3167706395_2_T3,Z3167706395,-8.5,0.293,395.47,0.7668,10,2,117.51,5,29,none,none,low,REAL,Cc1cccc(NC(=O)[C@H]2CCCN(c3nnc(Cc4n[nH]c(C)n4)n3C)C2)n1
PV-001818840757_1_T3,PV-001818840757,-8.5,0.283,408.392,1.0431,9,4,128.87,5,30,none,none,low,REAL,O=C(C[C@@H]1NC(=O)c2ccccc2NC1=O)Nc1n[nH]c(Cc2cccc(F)c2)n1
Z1323884037_1_T1,Z1323884037,-8.5,0.274,425.373,3.1384,8,2,101.38,4,31,high,high,low,REAL,Cc1nc(C(=O)Nc2ccc3c(c2)Cc2ccccc2-3)nn1-c1nnc(C(F)(F)F)[nH]1
Z1235131928_1_T1,Z1235131928,-8.5,0.274,413.48,4.1274,7,2,87.22,4,31,high,high,high,REAL,Cc1cc(NNC(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)Cc3ccccc3-4)C2)nc(C)n1
PV-001868042535_1_T3,PV-001868042535,-8.5,0.274,438.388,2.0539,9,2,104.62,5,31,none,none,low,REAL,Cc1nc(C(=O)Nc2ccc(N3CCCCC3)c(F)c2)nn1-c1nnc(C(F)(F)F)[nH]1
Z1324897279_1_T3,Z1324897279,-8.5,0.266,445.408,2.6392,10,2,119.2,4,32,none,none,low,REAL,Cc1nc(C(=O)Nc2ccc3c(c2)nc2n3CCCCC2)nn1-c1nnc(C(F)(F)F)[nH]1
Z1272302699_1_T2,Z1272302699,-8.5,0.258,446.485,3.4959,8,1,96.51,4,33,none,none,none,REAL,Cc1nc(-c2ccc(N3CCC[C@H](c4nc(-c5cccc(F)c5)no4)C3)nc2)[nH]c(=O)c1C
