Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
PV-001940740368_25_T1,PV-001940740368,-10,0.313,456.609,3.5056,7,3,108.57,7,32,none,none,none,REAL,C[C@H](CNC(=O)Nc1ccc(S(=O)(=O)N[C@H](C)[C@@H]2C[C@H]3CC[C@H]2C3)cc1)c1ccncc1
Z804255824_1_T1,Z804255824,-9.9,0.268,494.593,4.5449,7,2,81.75,4,37,high,high,none,REAL,O=C(NC1CCN(C(=O)Nc2ccccc2)CC1)[C@@H]1CC(=O)N(c2ccc3c(c2)Cc2ccccc2-3)C1
ZINC000008449795_T1,ZINC000008449795,-9.8,0.258,493.561,5.53,4,0,46.61,3,38,none,none,none,ZINC,O=C1[C@@H]2[C@@H](C(=O)N1c1ccc(Oc3ccc4ccccc4c3)cc1)C1c3ccccc3C2c2ccccc21
Z2902674503_1_T4,Z2902674503,-9.6,0.274,459.468,1.7117,9,1,101.44,4,35,none,none,none,REAL,O=c1nc2c(-c3nc(-c4cccc(Cn5cnc6ccccc65)c4)no3)c[nH]n2c2ccccc12
Z1663725990_1_T1,Z1663725990,-9.5,0.288,440.437,4.3912,8,0,91.75,5,33,none,none,none,REAL,Fc1ccc2c(c1)C[C@@H](c1nnc(-c3ccc(Cn4nnc(-c5ccccc5)n4)cc3)o1)O2
Z1663728734_2_T1,Z1663728734,-9.5,0.279,449.473,3.7786,9,1,111.62,6,34,none,none,none,REAL,O=C1Nc2ccccc2[C@H]1Cc1nnc(-c2ccc(Cn3nnc(-c4ccccc4)n3)cc2)o1
Z804171530_2_T1,Z804171530,-9.5,0.264,479.578,4.551,6,1,69.72,4,36,high,high,none,REAL,O=C(NC1CCN(C(=O)c2ccccc2)CC1)[C@H]1CC(=O)N(c2ccc3c(c2)Cc2ccccc2-3)C1
ZINC000097947962_T1,ZINC000097947962,-9.5,0.232,547.522,4.9438,10,1,128.04,8,41,none,none,low,ZINC,Cc1cc(NC(=O)COC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc5ccccc5c4)cc2)C3=O)no1
ZINC000033354415_T1,ZINC000033354415,-9.5,0.226,568.62,4.785,8,0,89.52,4,42,none,none,none,ZINC,O=C(c1ccccc1)c1ccc2c(c1)OCCOCCOc1ccc(C(=O)c3ccccc3)cc1OCCOCCO2
Z1276059047_1_T3,Z1276059047,-9.4,0.294,449.465,3.7952,8,2,113.83,3,32,none,none,high,REAL,Cn1c(NC(=O)c2ccc(NC3=NS(=O)(=O)c4ccccc43)cc2)nc2cc(F)ccc21
Z1411816259_1_T3,Z1411816259,-9.4,0.294,449.465,3.7952,8,2,113.83,3,32,none,none,high,REAL,Cn1c(NC(=O)c2ccc(NC3=NS(=O)(=O)c4ccccc43)cc2)nc2c(F)cccc21
Z1872620962_1_T2,Z1872620962,-9.4,0.285,447.545,2.1356,10,2,116.99,4,33,low,none,none,REAL,O=C(Nc1nc(C23CC4CC(CC(C4)C2)C3)c[nH]1)C1CCN(c2ccc3nnnn3n2)CC1
Z966271352_1_T1,Z966271352,-9.4,0.269,468.52,2.9559,10,1,108.62,4,35,none,none,none,REAL,O=C(Nc1cccc(C(=O)N2CCc3ccccc32)c1)C1CCN(c2ccc3nnnn3n2)CC1
Z2902663617_1_T1,Z2902663617,-9.4,0.269,467.488,3.0834,10,0,102.29,4,35,none,none,none,REAL,Cn1c(=O)c2cc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)n(C)c2n(C)c1=O
Z511008034_1_T1,Z511008034,-9.4,0.261,479.582,3.3522,7,1,77.9,4,36,none,none,none,REAL,O=C(NCc1ccc(N2CCc3ccccc3C2)nc1)c1ccc2c(=O)n3c(nc2c1)CCCCC3
Z1161204097_1_T1,Z1161204097,-9.4,0.261,473.539,3.1887,8,1,90.52,6,36,high,none,none,REAL,Cc1c(C(=O)NCc2cccc(Cn3cnc4ccccc43)c2)nnn1-c1ccc2ncccc2c1
Z2524829917_16_T1,Z2524829917,-9.4,0.254,493.609,4.0093,7,1,68.78,4,37,none,none,none,REAL,Cn1c(=O)[nH]c2ncc(-c3cccc(C(=O)N4C[C@H]5CC[C@H]4[C@H]4CN(Cc6ccccc6)C[C@H]54)c3)cc21
ZINC000008449795_T3,ZINC000008449795,-9.3,0.245,493.561,5.53,4,0,46.61,3,38,none,none,none,ZINC,O=C1[C@@H]2[C@@H](C(=O)N1c1ccc(Oc3ccc4ccccc4c3)cc1)C1c3ccccc3C2c2ccccc21
Z1177635971_1,Z1177635971,-9.3,0.344,371.386,2.5448,5,1,52.65,2,27,none,none,none,REAL,O=C(NCC(=O)N1CCc2cc(F)c(F)cc21)N1CCc2ccccc2C1
Z1092439300_1_T2,Z1092439300,-9.3,0.291,426.431,4.8519,8,2,106.35,5,32,none,low,low,REAL,O=C(NNc1nc(-c2ccccc2)no1)c1ccc2c(c1)C[C@@H](c1ccccc1)OC2=O
Z770166350_1_T1,Z770166350,-9.3,0.291,430.514,2.9502,9,1,95.31,3,32,none,none,none,REAL,O=C(C1CCN(c2ccc3nnnn3n2)CC1)N1CCC[C@H](c2cc3ccccc3[nH]2)C1
Z983351314_1_T3,Z983351314,-9.3,0.291,428.447,2.9464,8,3,109.42,4,32,none,none,none,REAL,O=C(NCc1ccc(-c2ccc3c(c2)CCCO3)cc1)c1cnc2[nH]c(=O)[nH]c(=O)c2c1
Z2159901371_1_T2,Z2159901371,-9.3,0.291,424.459,4.0729,7,2,97.12,5,32,none,none,none,REAL,Cc1cccc(CNC(=O)Cc2noc(-c3ccc4[nH]c5ccccc5c(=O)c4c3)n2)c1
Z2902666487_1_T2,Z2902666487,-9.3,0.291,423.431,3.1476,8,1,95.07,4,32,none,none,none,REAL,O=C1Nc2ccc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)cc2CO1
Z1785570864_1_T1,Z1785570864,-9.3,0.282,436.43,2.311,9,0,98.64,4,33,none,none,none,REAL,Cn1c(-c2nc(-c3ccc(Oc4cccnc4)cc3)no2)cc2c(=O)n3ccccc3nc21
Z1663728900_2_T1,Z1663728900,-9.3,0.282,436.474,4.8606,8,0,91.75,5,33,none,none,none,REAL,c1ccc(-c2nnn(Cc3ccc(-c4nnc([C@H]5COc6ccccc6C5)o4)cc3)n2)cc1
Z651461636_1_T1,Z651461636,-9.3,0.282,448.565,3.1331,7,1,82.61,4,33,none,none,none,REAL,Cc1cc(C)cc(C(=O)N2CCC[C@H](C(=O)NC3CCN(C(=O)c4ccncc4)CC3)C2)c1
Z2193901914_2_T3,Z2193901914,-9.3,0.282,434.458,4.1448,8,1,100.8,3,33,high,high,none,REAL,O=C1C[C@@H](c2nc(-c3ccc4[nH]nnc4c3)no2)CN1c1ccc2c(c1)Cc1ccccc1-2
Z2902663552_1_T3,Z2902663552,-9.3,0.274,451.445,2.8833,10,1,119.04,4,34,none,none,none,REAL,Cn1c(=O)[nH]c(=O)c2cc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)cnc21
Z2902663063_1_T2,Z2902663063,-9.3,0.258,477.483,3.413,10,1,119.04,5,36,none,none,none,REAL,O=c1[nH]c(=O)n(C2CC2)c2ncc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)cc12
Z426089174_1_T1,Z426089174,-9.3,0.258,482.518,2.4149,8,2,95.38,5,36,none,none,none,REAL,O=C(CCc1nc2c(cnn2-c2ccccc2)c(=O)[nH]1)N1CC=C(c2c[nH]c3cc(F)ccc23)CC1
Z997042574_1_T1,Z997042574,-9.3,0.258,481.55,5.0315,7,0,75.88,5,36,none,none,none,REAL,O=C(Oc1cccc(C(=O)N2CCc3ccccc3C2)c1)C1CCN(c2nc3ccccc3o2)CC1
Z804222766_1_T1,Z804222766,-9.3,0.258,479.578,4.551,6,1,69.72,4,36,high,high,none,REAL,O=C(NC1CCN(C(=O)[C@@H]2CC(=O)N(c3ccc4c(c3)Cc3ccccc3-4)C2)CC1)c1ccccc1
ZINC000104480052_T2,ZINC000104480052,-9.3,0.258,490.945,5.72,5,1,76.13,3,36,none,none,none,ZINC,O=C(NC1=CC=C[C@@H]2C(=O)c3ccccc3C(=O)[C@H]12)c1cc(-c2ccccc2Cl)nc2ccccc21
ZINC000104480060_T2,ZINC000104480060,-9.3,0.258,490.945,5.72,5,1,76.13,3,36,none,none,none,ZINC,O=C(NC1=CC=C[C@@H]2C(=O)c3ccccc3C(=O)[C@@H]12)c1cc(-c2ccccc2Cl)nc2ccccc21
Z2902663689_1_T1,Z2902663689,-9.3,0.251,492.538,3.4963,9,1,106.15,6,37,none,none,none,REAL,CC(=O)NCC(=O)N1CCc2cc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)ccc21
ZINC000065113756_T1,ZINC000065113756,-9.3,0.251,498.556,5.363,7,1,88.33,6,37,none,none,none,ZINC,Cc1ccc(C(=O)N2CCC(c3nc(-c4ccc(C(=O)NCc5ccc(F)cc5)cc4)no3)CC2)cc1
ZINC000006161704_T1,ZINC000006161704,-9.3,0.227,564.625,5.1441,10,3,139.5,6,41,none,none,none,ZINC,Cc1ccc(-c2nnc(Nc3ccc4c(c3)OCO4)c3ccccc32)cc1S(=O)(=O)NCc1nc2ccccc2[nH]1
ZINC000002908937_T1,ZINC000002908937,-9.2,0.249,494.452,5.0599,6,0,77.32,4,37,none,none,none,ZINC,O=c1oc(-c2cccc(F)c2)nc2cc(Cc3ccc4nc(-c5cccc(F)c5)oc(=O)c4c3)ccc12
PV-001905679643_1_T2,PV-001905679643,-9.2,0.329,405.399,3.0359,5,1,100.57,2,28,none,none,none,REAL,O=C(c1ccc2c(=O)[nH]c(S)nc2c1)N1CCc2ccc(C(F)(F)F)cc2C1
Z1646973064_1_T1,Z1646973064,-9.2,0.297,429.401,2.2194,7,2,79.26,4,31,none,none,none,REAL,CC(=O)N1Cc2ccc(NC(=O)Nc3ccn(-c4cccc(C(F)(F)F)c4)n3)cc2C1
Z1197754387_1_T1,Z1197754387,-9.2,0.287,421.459,3.7734,7,1,85.84,4,32,none,none,none,REAL,O=C1CCc2cc(-c3nc(-c4ccc(Cn5cnc6ccccc65)cc4)no3)ccc2N1
Z285524048_1_T1,Z285524048,-9.2,0.287,448.554,2.864,9,0,120.65,3,32,none,none,none,REAL,O=C(C1CCN(c2ccc3nnnn3n2)CC1)N1CCC[C@H](c2nc3ccccc3s2)C1
Z1170164200_1_T1,Z1170164200,-9.2,0.287,420.427,3.6616,7,0,83.04,4,32,none,none,low,REAL,O=c1oc2ccccc2cc1-c1nc(-c2cccc(Cn3cnc4ccccc43)c2)no1
PV-001847908068_1_T1,PV-001847908068,-9.2,0.287,459.451,3.203,7,3,121.31,5,32,none,none,none,REAL,O=C1CCSc2ccc(C(=O)NNc3ccc(-c4cccc(C(F)(F)F)c4)nn3)cc2N1
Z1374245548_2_T1,Z1374245548,-9.2,0.287,429.562,5.1683,5,0,49.58,2,32,none,none,none,REAL,O=C(C1CCN(c2nc3ccccc3o2)CC1)N1CCC[C@@]2(CCCc3ccccc32)C1
Z932165648_1_T3,Z932165648,-9.2,0.287,465.92,4.3004,8,2,113.83,3,32,none,none,high,REAL,Cn1c(NC(=O)c2ccc(NC3=NS(=O)(=O)c4ccccc43)cc2)nc2cc(Cl)ccc21
Z1411816259_1_T1,Z1411816259,-9.2,0.287,449.465,3.7952,8,2,113.83,3,32,none,none,high,REAL,Cn1c(NC(=O)c2ccc(NC3=NS(=O)(=O)c4ccccc43)cc2)nc2c(F)cccc21
