Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
Z1137565832_1_T2,Z1137565832,-8.6,0.246,489.436,0.8622,10,2,116.99,6,35,none,none,low,REAL,O=C(NCc1nc(-c2ccc(F)cc2)n[nH]1)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z226804070_1_T1,Z226804070,-8.5,0.25,476.462,0.1959,10,3,116.55,7,34,none,none,none,REAL,Cc1ccc(NCC(=O)NNC(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1
Z1137565832_1_T1,Z1137565832,-8.5,0.243,489.436,0.8622,10,2,116.99,6,35,none,none,low,REAL,O=C(NCc1nc(-c2ccc(F)cc2)n[nH]1)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z1024050858_1_T1,Z1024050858,-8.5,0.258,446.513,1.8524,10,1,108.62,3,33,none,none,none,REAL,O=C1Nc2ccccc2[C@@H]1C1CCN(C(=O)C2CCN(c3ccc4nnnn4n3)CC2)CC1
Z826159176_1_T1,Z826159176,-8.4,0.24,488.448,1.1824,9,1,93.24,6,35,none,none,none,REAL,O=C(NCc1ccc(-n2ccnc2)c(F)c1)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z212284580_1_T1,Z212284580,-8.4,0.24,486.457,0.5255,10,1,108.09,5,35,none,none,none,REAL,CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
ZINC000010816319_T1,ZINC000010816319,-8.3,0.259,465.434,2.6528,8,1,116.55,4,32,none,none,none,ZINC,O=C(Nc1nc2ccc(F)cc2s1)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z212382148_1_T1,Z212382148,-8.3,0.237,495.436,0.5951,10,2,113.75,7,35,none,none,none,REAL,C[C@H](Oc1ccc(F)cc1)C(=O)NNC(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z758013340_1_T1,Z758013340,-8.2,0.248,483.837,0.8204,10,3,124.75,5,33,none,none,none,REAL,O=C(NNC(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1)c1ccc(Cl)cc1O
Z215609940_1_T1,Z215609940,-8.2,0.234,494.448,1.4616,9,1,101.72,8,35,none,none,none,REAL,Cc1ccc(CNC(=O)COC(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1F
Z212133020_1_T1,Z212133020,-8.2,0.234,493.532,1.7866,9,0,86.94,4,35,none,none,none,REAL,O=C(C1CCN(C(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)CC1)N1CCCCC1
PV-001828987124_1_T1,PV-001828987124,-8.2,0.265,440.429,0.162,10,1,112.96,3,31,none,none,none,REAL,NC(=O)N1CCCN(C(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)CC1
Z808254112_1_T1,Z808254112,-8.1,0.279,411.431,1.5372,8,2,87.45,4,29,none,none,none,REAL,O=C(NC1CCCCC1)NC1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z758988114_1_T1,Z758988114,-8.1,0.245,458.447,0.7994,9,1,92.72,5,33,none,none,none,REAL,Cc1ccn2cc(CNC(=O)C3CCN(c4ccc5nnc(C(F)(F)F)n5n4)CC3)nc2c1
Z512234510_2_T1,Z512234510,-8.1,0.238,472.47,2.5952,8,1,88.56,5,34,none,none,none,REAL,Cc1c([C@@H](C)NC(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)oc2ccccc12
Z453257488_1_T1,Z453257488,-8.1,0.231,493.532,1.899,9,0,86.94,5,35,none,none,none,REAL,O=C(CC1CCN(C(=O)C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)CC1)N1CCCC1
Z344230510_2_T1,Z344230510,-8.1,0.231,487.528,1.6139,8,1,78.66,6,35,none,none,none,REAL,C[C@@H](CNC(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1)N1CCc2ccccc2C1
Z295744302_1_T1,Z295744302,-8.1,0.261,433.437,1.9633,8,0,71.56,3,31,none,none,none,REAL,C[C@@H]1c2cccn2CCN1C(=O)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z295543308_1_T1,Z295543308,-8.1,0.238,471.446,1.5207,10,1,106.13,6,34,none,none,none,REAL,O=C(NCc1ccc(-n2ccnc2)nc1)C1CCN(c2ccc3nnc(C(F)(F)F)n3n2)CC1
Z2179910169_1_T2,Z2179910169,-8.1,0.3,374.369,2.7562,6,1,60.94,2,27,none,none,none,REAL,FC(F)(F)c1nc(N2CCCN3c4ccccc4C[C@@H]3C2)c2nc[nH]c2n1
