Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
ZINC000253623869_T1,ZINC000253623869,-9.8,0.265,488.498,4.7579,7,1,90.65,2,37,none,none,none,ZINC,Cn1cc(/C=C2/Oc3c(ccc4c3[C@H](c3cc5ccccc5nc3O)CC(=O)O4)C2=O)c2ccccc21
ZINC000263586232_T1,ZINC000263586232,-9.8,0.265,488.498,4.7579,7,1,90.65,2,37,none,none,none,ZINC,Cn1cc(/C=C2\Oc3c(ccc4c3[C@H](c3cc5ccccc5nc3O)CC(=O)O4)C2=O)c2ccccc21
Z1907681182_295_T1,Z1907681182,-9.7,0.346,382.434,1.5331,5,3,78.43,3,28,none,none,none,REAL,O=C1CCc2cc(C(=O)NC[C@]3(O)[C@H]4[C@H]5C[C@@H]6[C@@H]7[C@H]5C[C@@H]4[C@@H]7[C@H]63)c(F)cc2N1
Z1907687348_253,Z1907687348,-9.5,0.339,412.577,3.1021,4,2,115.76,5,28,none,none,none,REAL,C[C@H](Sc1nc2ccccc2s1)C(=O)NC[C@]1(O)[C@H]2[C@H]3C[C@H]4[C@H]5[C@H]3C[C@H]2[C@@H]5[C@@H]41
Z2484322075_16,Z2484322075,-9.5,0.339,386.386,0.4859,9,2,111.03,5,28,none,none,none,REAL,Cc1nnnn1/C(=C\c1ccc(F)cc1)C(=O)NNC(=O)[C@H]1C[C@H]2CC[C@H]1O2
Z2201098239_30_T1,Z2201098239,-9.4,0.336,385.506,2.0041,6,3,81.67,6,28,none,none,none,REAL,C[C@H]1[C@H](NC(=O)NCC[C@@]2(O)C[C@H]3CC[C@H]2C3)CC(=O)N1Cc1ccccc1
Z2176722244_892_T1,Z2176722244,-9.4,0.313,412.532,0.7634,7,4,107.11,8,30,none,none,none,REAL,CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NC[C@@]1(O)[C@@H]2[C@H]3C[C@H]4[C@H]5[C@H]3C[C@@H]2[C@H]5[C@H]41
Z1071593910_2_T1,Z1071593910,-9.4,0.303,414.503,3.8467,5,1,50.8,3,31,none,none,none,REAL,O=C(NCc1ccc2c(c1)OCCCO2)N1Cc2ccccc2[C@@H](c2ccccc2)C1
Z1587898765_4_T1,Z1587898765,-9.4,0.303,417.551,4.2196,5,2,61.44,3,31,none,none,none,REAL,C[C@@]1(CNC(=O)N2CCC([C@H]3C(=O)Nc4ccccc43)CC2)CCCc2ccccc21
ZINC000072356258_T1,ZINC000072356258,-9.4,0.294,424.542,4.7679,4,1,49.41,4,32,none,none,low,ZINC,O=C(c1cccc(-c2ccc(C[C@@H]3CCCNC3=O)cc2)c1)N1CCc2ccccc2C1
ZINC000229955902_T1,ZINC000229955902,-9.4,0.269,462.547,5.394,5,0,49.85,3,35,low,high,none,ZINC,Cc1cc(C)c(N2C(=O)[C@@H]3ON(c4ccccc4)[C@H](c4cccc5ccccc54)[C@@H]3C2=O)c(C)c1
ZINC000009075722_T1,ZINC000009075722,-9.4,0.269,462.547,5.394,5,0,49.85,3,35,low,high,none,ZINC,Cc1cc(C)c(N2C(=O)[C@H]3ON(c4ccccc4)[C@H](c4cccc5ccccc54)[C@@H]3C2=O)c(C)c1
ZINC000247756661_T1,ZINC000247756661,-9.4,0.269,465.591,5.8412,4,1,63.24,0,35,none,high,none,ZINC,O=C1c2ccccc2C(=O)c2cc3c(cc21)N[C@@H]1CC[C@H]2[C@H]4[C@@H](CC[C@@H]3[C@@H]14)C(=O)[C@H]1CCCC[C@@H]21
ZINC000102753800_T1,ZINC000102753800,-9.4,0.254,488.517,5.6575,5,0,49.85,3,37,high,high,none,ZINC,O=C1[C@@H]2ON(c3ccccc3)[C@@H](c3c4ccccc4cc4ccccc43)[C@@H]2C(=O)N1c1ccc(F)cc1
ZINC000085392618_T1,ZINC000085392618,-9.4,0.254,493.569,2.8807,9,3,113.77,4,37,none,none,none,ZINC,O=C([C@@H]1CC(=O)N(c2nc[nH]n2)C1)N1CCC(c2c[nH]c3ccccc32)(c2c[nH]c3ccccc32)CC1
ZINC000100505726_T16,ZINC000100505726,-9.4,0.254,488.542,3.5099,6,0,74.76,2,37,high,high,high,ZINC,O=C1[C@@H]2[C@H]3C=C[C@@H](C3)[C@@H]2C(=O)N1c1ccc2c(c1)-c1cc(N3C(=O)[C@@H]4[C@@H]5C=C[C@@H](C5)[C@@H]4C3=O)ccc1C2
ZINC000102753798_T1,ZINC000102753798,-9.4,0.254,488.517,5.6575,5,0,49.85,3,37,high,high,none,ZINC,O=C1[C@H]2ON(c3ccccc3)[C@@H](c3c4ccccc4cc4ccccc43)[C@@H]2C(=O)N1c1ccc(F)cc1
ZINC000012548776_T3,ZINC000012548776,-9.4,0.235,523.595,5.3108,7,1,88.08,5,40,none,high,none,ZINC,Cc1ccc(N2C(=O)c3ccccc3/C(=C\Nc3nnc(-c4ccccc4)c(-c4ccccc4)n3)C2=O)c(C)c1
ZINC000085392752_T1,ZINC000085392752,-9.4,0.235,530.67,5.4291,6,2,72.2,4,40,none,high,none,ZINC,Cc1ccc(N2C[C@H](C(=O)N3CCC(c4c[nH]c5ccccc54)(c4c[nH]c5ccccc54)CC3)CC2=O)c(C)c1
Z1505440085_3_T2,Z1505440085,-9.3,0.321,390.446,2.3823,8,1,95.08,3,29,high,high,none,REAL,O=C([C@@H]1CC(=O)N(c2cccc3ccccc23)C1)N1CCC[C@@H](c2nnn[nH]2)C1
Z2002402837_181_T1,Z2002402837,-9.3,0.31,399.445,2.8147,5,1,72.47,6,30,none,none,none,REAL,O=C(NCc1ccccc1)c1cccc(OC(=O)[C@]23[C@@H]4C(=O)[C@H]5[C@@H]6C[C@@H]([C@H]52)[C@@H]3[C@H]64)c1
Z1785158108_1_T2,Z1785158108,-9.3,0.291,421.459,4.1114,7,1,77.9,2,32,none,high,none,REAL,O=C(c1cc(-c2cccc3ccccc23)nc2ccccc12)N1CCn2c(n[nH]c2=O)C1
ZINC000100694082_T1,ZINC000100694082,-9.3,0.291,416.606,4.9056,0,0,0,0,32,none,none,none,ZINC,C1=CC2C3C=CC(C4C5C6C7C=CC(C=CC76)C5C43)C2C2C1C1C2C2C3C=CC1C=CC32
ZINC000019589408_T3,ZINC000019589408,-9.3,0.282,448.521,2.0615,8,2,98.82,4,33,none,none,none,ZINC,CN1CCN(C(=O)[C@H]2CCC(=O)NC(=O)N2)C[C@@H](Cc2ccc(-c3ccccc3)cc2)C1=O
ZINC000001266504_T1,ZINC000001266504,-9.3,0.266,456.456,3.8402,6,0,84.41,1,35,none,none,none,ZINC,O=C1c2cc3oc4ccccc4c4ccccc4oc3cc2C(=O)N1c1cccc2cccnc21
