Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
Z1452691933_2,Z1452691933,-9.4,0.285,445.493,3.8376,6,3,79.46,7,33,none,none,none,REAL,O=C(NC[C@H]1[C@@H]2Cc3ccccc3[C@H]12)NNC(=O)c1ccccc1OCc1ccc(F)cc1
Z1610522351_1_T1,Z1610522351,-8.7,0.29,411.488,4.9208,6,2,100.08,5,30,none,none,none,REAL,O=C(NNc1ccc2ccccc2n1)c1cc(-c2cccs2)n(-c2ccccc2)n1
Z1487641111_2,Z1487641111,-8.7,0.281,417.511,3.9704,7,3,90.12,4,31,none,none,none,REAL,O=C(NNc1cccc2c1CCCC2)[C@H]1CCCN(C(=O)c2ccc3[nH]ncc3c2)C1
Z1162536265_1_T1,Z1162536265,-8.6,0.277,407.432,2.9611,7,2,88.38,3,31,none,none,none,REAL,O=C(Nc1nc2ccccc2c(=O)[nH]1)c1cc(-c2ccccc2)n(-c2ccccc2)n1
Z1610505267_1_T1,Z1610505267,-8.6,0.277,408.416,4.7535,7,2,91.4,4,31,none,none,none,REAL,O=C(NNc1ccc2ccccc2n1)c1cccc(N2C(=O)c3ccccc3C2=O)c1
Z1610513255_1_T1,Z1610513255,-8.6,0.277,406.448,4.5019,7,2,84.73,5,31,none,none,low,REAL,O=C(NNc1ccc2ccccc2n1)c1nc(-c2ccccc2)n(-c2ccccc2)n1
Z1752546889_2_T1,Z1752546889,-8.6,0.277,411.504,3.8492,5,2,61.44,4,31,none,none,none,REAL,O=C(NCCc1cccc(-c2ccccc2)c1)N1CC[C@@]2(C1)C(=O)Nc1ccccc12
Z1032694568_1_T3,Z1032694568,-8.6,0.261,442.517,3.3564,7,4,99.33,6,33,none,none,none,REAL,Cc1cccc(-c2cccc(CNC(=O)NCc3cccc([C@]4(C)NC(=O)NC4=O)c3)c2)c1
Z1458999179_11_T1,Z1458999179,-8.6,0.253,448.564,5.509,4,2,58.2,6,34,none,none,none,REAL,O=C(NC[C@H]1[C@H]2Cc3ccccc3[C@H]12)c1cccc(C(=O)NC[C@H]2[C@@H]3Cc4ccccc4[C@H]23)c1
PV-001944224354_1_T1,PV-001944224354,-8.5,0.283,399.493,4.4026,5,2,61.44,4,30,none,none,none,REAL,Cc1cccc(-c2cccc(CNC(=O)Nc3ccc4c(c3)C(=O)N(C)CC4)c2)c1
PV-001949168003_1_T1,PV-001949168003,-8.5,0.283,399.493,4.4026,5,2,61.44,4,30,none,none,none,REAL,Cc1cccc(-c2cccc(CNC(=O)Nc3ccc4c(c3)CCN(C)C4=O)c2)c1
