Compound_screening_ID,Compound_source_ID,docking_score,LE,MW,cLogP,h_acc,h_donors,TPSA,Rotatable_Bonds,Heavy_atoms,Mutagenic,Tumorigenic,Reproductive,Database,SMILES
ZINC000037226178_T1,ZINC000037226178,-10.8,0.309,476.413,3.0132,7,2,90.87,4,35,none,none,none,ZINC,O=C1Nc2ccccc2/C1=N/N/C=C1/C(=O)N(c2ccccc2C(F)(F)F)C(=O)c2ccccc21
ZINC000604405315_T1,ZINC000604405315,-10.6,0.303,467.48,2.5436,8,2,104.78,3,35,none,none,high,ZINC,CC(=O)N1CC2=C(C1=O)[C@H](c1ccc(-c3ccccc3C(=O)O)o1)c1cn(C)c3cccc(c13)N2
Z2118684028_1_T3,Z2118684028,-10.5,0.375,383.313,1.1787,8,4,115.71,2,28,none,none,none,REAL,O=C(NNc1nc2ccccc2c(=O)[nH]1)c1cnc2c(F)cc(F)cc2c1O
Z1766348377_1_T2,Z1766348377,-10.5,0.339,426.368,4.6773,4,1,49.41,1,31,none,none,none,REAL,O=C(c1cc(F)cc2c(=O)c3cc(F)ccc3[nH]c12)N1CCc2c(F)cc(F)cc2C1
Z1766360984_1_T2,Z1766360984,-10.5,0.339,426.368,4.6773,4,1,49.41,1,31,none,none,none,REAL,O=C(c1cc(F)cc2c(=O)c3cc(F)ccc3[nH]c12)N1CCc2ccc(F)c(F)c2C1
Z1870462980_1_T1,Z1870462980,-10.5,0.339,417.443,3.1696,7,1,80.12,2,31,none,none,none,REAL,O=C1NC2(Cc3ccccc3C2)C(=O)N1[C@@H]1CCc2nnc(-c3ccc(F)cc3)n2C1
Z1213022199_2_T2,Z1213022199,-10.5,0.328,433.442,4.3558,8,2,99.83,2,32,low,none,low,REAL,Cc1c(F)cccc1-c1ccc([C@H]2NC(N)=Nc3nc4cc5c(cc4n32)OCCCO5)o1
Z1177635971_1,Z1177635971,-10.4,0.385,371.386,2.5448,5,1,52.65,2,27,none,none,none,REAL,O=C(NCC(=O)N1CCc2cc(F)c(F)cc21)N1CCc2ccccc2C1
ZINC000001139247_T3,ZINC000001139247,-10.4,0.325,443.482,4.5894,7,1,106.1,4,32,none,none,none,ZINC,Cc1cc(C(=O)Oc2cccc(NC3=NS(=O)(=O)c4ccccc43)c2)c2ccccc2n1
Z1213022199_2_T1,Z1213022199,-10.3,0.322,433.442,4.3558,8,2,99.83,2,32,low,none,low,REAL,Cc1c(F)cccc1-c1ccc([C@H]2NC(N)=Nc3nc4cc5c(cc4n32)OCCCO5)o1
Z1863314277_1_T2,Z1863314277,-10.3,0.322,431.451,1.2147,9,2,119.75,2,32,none,none,none,REAL,O=C(c1cccc(C(=O)N2CCc3ccnc(O)c3C2)n1)N1CCc2ccnc(O)c2C1
Z226201106_2_T2,Z226201106,-10.3,0.322,449.857,1.6181,10,2,121.59,4,32,none,none,none,REAL,C[C@@]1(c2ccc3ccccc3c2)NC(=O)N(CC(=O)Nc2nnc3ccc(Cl)nn23)C1=O
Z1098711166_3_T3,Z1098711166,-10.3,0.322,438.437,2.6882,8,4,115.56,4,32,none,none,none,REAL,O=C(Nc1n[nH]c2ccc(F)cc12)[C@@H]1CCC[C@@H](C(=O)Nc2n[nH]c3ccc(F)cc23)C1
ZINC000013785711_T1,ZINC000013785711,-10.3,0.322,446.864,5.2339,5,0,51.13,2,32,none,none,none,ZINC,O=c1c2cc(F)ccc2occ1[C@H]1Oc2ccccc2[C@@H]2CC(c3ccc(Cl)cc3)=NN21
ZINC000001139247_T2,ZINC000001139247,-10.3,0.322,443.482,4.5894,7,1,106.1,4,32,none,none,none,ZINC,Cc1cc(C(=O)Oc2cccc(NC3=NS(=O)(=O)c4ccccc43)c2)c2ccccc2n1
ZINC000096319667_T2,ZINC000096319667,-10.3,0.286,476.543,4.3315,9,2,100.33,4,36,none,none,none,ZINC,Cc1ccc(C2=C[C@H](c3ccc(C)cc3)n3nnnc3N2CC(=O)N=c2[nH]c3ccccc3[nH]2)cc1
ZINC000524729443_T1,ZINC000524729443,-10.3,0.278,494.454,3.688,8,2,123.27,4,37,high,none,none,ZINC,O=C(O)c1ccc(-c2ccc([C@@H]3CC(=O)Oc4cc(O)c5c(=O)c(-c6ccccc6)coc5c43)o2)cc1
ZINC000016037828_T10,ZINC000016037828,-10.3,0.278,504.972,4.836,5,0,57.69,3,37,high,high,none,ZINC,O=C(c1ccc(Cl)cc1)[C@@H]1[C@@H]2C(=O)N(c3cccc4ccccc43)C(=O)[C@@H]2[C@H]2c3ccccc3C=CN12
ZINC000101344117_T10,ZINC000101344117,-10.3,0.278,489.505,3.8966,6,0,70.05,3,37,low,high,none,ZINC,O=C(c1ccc(F)cc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@@H]2[C@H]2c3ccccc3C=NN12
ZINC000101344120_T10,ZINC000101344120,-10.3,0.278,489.505,3.8966,6,0,70.05,3,37,low,high,none,ZINC,O=C(c1ccc(F)cc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@H]2[C@H]2c3ccccc3C=NN12
ZINC000247747569_T1,ZINC000247747569,-10.3,0.278,486.53,3.6283,7,1,82.08,3,37,low,high,none,ZINC,O=C(Nc1ccccc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@H]2[C@H]2c3ccccc3C=NN12
ZINC000408732461_T1,ZINC000408732461,-10.3,0.271,499.565,5.7579,5,0,63.68,2,38,high,high,high,ZINC,Cc1ccc(C)c(N2C(=O)[C@@H]3[C@H](C2=O)[C@@H]2C(=O)Oc4ccc5ccccc5c4C2=C[C@H]3c2ccccc2)c1
PV-001952127672_2_T1,PV-001952127672,-10.2,0.378,370.402,3.8486,5,1,50.16,3,27,none,none,high,REAL,Cn1nc(NC(=O)N2CCC[C@H]2Cc2cc(F)ccc2F)c2ccccc21
PV-001868519018_1_T1,PV-001868519018,-10.2,0.352,400.384,2.2384,7,0,73.82,1,29,none,none,none,REAL,Cc1c(C(=O)N2CCc3cc(F)c(F)cc3C2)cnc2c1c(=O)n(C)c(=O)n2C
PV-001857843067_1_T2,PV-001857843067,-10.2,0.34,420.394,2.8269,8,1,91.15,4,30,none,none,low,REAL,Cc1n[nH]c(N2CCN(C(=O)c3nc(-c4cccc(C(F)(F)F)c4)oc3C)CC2)n1
Z2227156625_1_T1,Z2227156625,-10.2,0.329,413.396,2.1544,10,2,119.32,3,31,none,none,none,REAL,O=C(Nc1nnc2[nH]cnn12)c1cc(-c2ccc3c(c2)OCCO3)nc2ccccc12
Z2004704195_1_T2,Z2004704195,-10.2,0.329,422.405,4.9204,4,1,49.41,1,31,none,none,none,REAL,Cc1cc(F)cc2c1CN(C(=O)c1cc(F)cc3c(=O)c4cc(F)ccc4[nH]c13)CC2
Z1766360984_1_T1,Z1766360984,-10.2,0.329,426.368,4.6773,4,1,49.41,1,31,none,none,none,REAL,O=C(c1cc(F)cc2c(=O)c3cc(F)ccc3[nH]c12)N1CCc2ccc(F)c(F)c2C1
ZINC000004844433_T1,ZINC000004844433,-10.2,0.329,412.419,4.6279,5,0,51.13,2,31,none,none,none,ZINC,O=c1c2cc(F)ccc2occ1[C@H]1Oc2ccccc2[C@@H]2CC(c3ccccc3)=NN21
ZINC000101983999_T2,ZINC000101983999,-10.2,0.329,417.424,2.5019,9,2,113.34,4,31,none,high,none,ZINC,COc1cccc(N2C(=O)C[C@@H](c3c(C)nn(-c4nc5ccccc5[nH]4)c3O)C2=O)c1
ZINC000096025270_T1,ZINC000096025270,-10.2,0.309,440.437,3.5679,8,1,92.48,5,33,none,none,none,ZINC,O=C(Nc1cc(-n2ccc3ccccc32)ncn1)c1ccc(=O)n(Cc2cccc(F)c2)n1
ZINC000008768708_T1,ZINC000008768708,-10.2,0.3,492.002,5.1908,7,1,97.63,4,34,none,high,none,ZINC,Cc1ccc(Nc2nc3c(S(=O)(=O)c4ccc(C)c(C)c4)nnn3c3ccc(Cl)cc32)cc1C
ZINC000003953839_T1,ZINC000003953839,-10.2,0.3,437.525,5.4265,4,2,68.81,1,34,high,high,none,ZINC,Nc1cc2c(nc3c4ccccc4c(N)cc3[n+]2-c2cccc3ccccc32)c2ccccc12
ZINC000064986838_T1,ZINC000064986838,-10.2,0.291,492.594,5.1894,7,1,93.32,3,35,none,none,none,ZINC,Cc1ccc(Oc2cc3c(cc2S(=O)(=O)N2CCC(C)CC2)C(=O)Nc2ccc(C)cc2O3)cc1
ZINC000604405315_T2,ZINC000604405315,-10.2,0.291,467.48,2.5436,8,2,104.78,3,35,none,none,high,ZINC,CC(=O)N1CC2=C(C1=O)[C@H](c1ccc(-c3ccccc3C(=O)O)o1)c1cn(C)c3cccc(c13)N2
ZINC000016038169_T10,ZINC000016038169,-10.2,0.276,505.96,4.4018,6,0,70.05,3,37,high,high,none,ZINC,O=C(c1ccc(Cl)cc1)[C@@H]1[C@@H]2C(=O)N(c3cccc4ccccc43)C(=O)[C@@H]2[C@H]2c3ccccc3C=NN12
ZINC000016037199_T10,ZINC000016037199,-10.2,0.276,504.972,4.836,5,0,57.69,3,37,low,high,none,ZINC,O=C(c1ccc(Cl)cc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@@H]2[C@H]2c3ccccc3C=CN12
ZINC000016038238_T10,ZINC000016038238,-10.2,0.276,505.96,4.4018,6,0,70.05,3,37,low,high,none,ZINC,O=C(c1ccc(Cl)cc1)[C@@H]1[C@@H]2C(=O)N(c3ccc4ccccc4c3)C(=O)[C@@H]2[C@H]2c3ccccc3C=NN12
